Time,pressure,h_ref_out,m_ref_in,m_ref_out,h_ref_in,m_cool,T_cool_in,T_ref_in,T_ref_out,T_cool_out,z_tpsh,gamma,eps_tp,eps_sh,fval,ef
12444,158.367473331658,334.637673006444,0.03,0.03,223.293341422466,0.213161107518704,-1.69456238495157,-18.7871569573273,-18.8076359682033,-6.82877516511348,1,0.495017404295269,0.317733308113924,-0.723918793314286,1.05689812150189e-06,-2
12446,158.496398719153,334.824352818608,0.03,0.03,223.299763058998,0.213167467347695,-1.69456238494301,-18.7669845080589,-18.7874635189866,-6.79972915791319,1,0.49407528346895,0.317325714412018,-0.717438486670013,1.55621436304143e-08,2
12448,158.56858063688,334.985496819795,0.03,0.03,223.303917852302,0.213170611471314,-1.69456238493598,-18.7556904870097,-18.7761694974498,-6.77576270432012,1,0.493306770992777,0.316993543140803,-0.71404439327653,5.92328463757414e-10,2
12450,158.603329704414,335.068821160269,0.03,0.03,221.504438357439,0.252309640254662,-1.79682579038245,-18.7502534369748,-18.770732447128,-6.75578492658697,1,0.495878261986857,0.375103806773542,-0.0602598223048208,1.37809104572281e-07,2
12452,164.89927395948,349.840365748207,0.03,0.03,221.606600276174,0.302613267631819,-1.81143484754915,-17.7655343013891,-17.7856307650878,-6.59198828797621,1,0.495422097855045,0.25615731579317,0.0181157585923214,8.20208280860943e-07,2
12454,165.15254439289,351.352197313057,0.03,0.03,221.630681016943,0.302612111217128,-1.81143484752807,-17.7272426923089,-17.7470309467713,-6.44724693306343,0.986276597234129,0.494908556953241,0.253683467819985,0.018087966000556,2.2948015095172e-11,2
12456,165.158877578496,351.353269201577,0.03,0.03,221.630905294699,0.302614853716976,-1.81143484751056,-17.7262851864064,-17.7460734408493,-6.32745195285781,0.986196180435043,0.494281258928957,0.253830659258922,0.0182577886836823,5.24794490434035e-13,2
12458,165.175704961139,351.358296606599,0.03,0.03,221.631523561156,0.302617718156479,-1.81143484749676,-17.7237410768339,-17.7435293311999,-6.23279078796859,0.985929814922368,0.494666090127821,0.2539102295789,0.0197121252575694,2.24962451743243e-10,2
12460,165.194468855249,351.387610026873,0.0290383103224651,0.0290383103224651,222.761623169548,0.313109412317322,-1.9176941663018,-17.7215180812458,-17.7400785503775,-6.15539035897601,0.985672926971015,0.306009081335155,0.356097072345375,0.0637507029634743,4.61062346233443e-06,2
12462,172.70130283159,352.957131815451,0.0280766206449301,0.0280766206449301,224.168463242913,0.344572531295836,-2.02395348496004,-16.5892405674239,-15.8718662568794,-5.9737303996499,0.918384646561948,0.49491527782729,0.224403106737356,0.0623838176847371,4.30313974237327e-13,2
12464,172.600794408344,352.916460481219,0.0280766206449301,0.0280766206449301,224.164535892489,0.344569641042808,-2.02395348494361,-16.6039244059203,-15.9218110995792,-5.82730624827552,0.919921085399365,0.489196308694866,0.225078806766304,0.0622242352330062,9.16737564469953e-12,2
12466,172.584895250865,352.912108302225,0.0280766206449301,0.0280766206449301,224.163939661617,0.344571739125219,-2.02395348493095,-16.6062472029604,-15.9272988280178,-5.71476743105438,0.919987570374773,0.495055071908605,0.225329126816145,0.0623087234229106,3.47517255240684e-14,2
12468,172.59536288395,352.914580199821,0.0280766206449301,0.0280766206449301,224.164327366418,0.344574537579328,-2.02395348492108,-16.604717927823,-15.9241418347403,-5.62726331774051,0.919818412125273,0.490939259045816,0.225423015748732,0.064152516107256,1.94194825310054e-10,2
12470,172.611204820816,352.947739211454,0.0267208477788635,0.0267208477788635,224.339372582559,0.348085199849897,-1.712209745823,-16.6031808574139,-15.8851243455532,-5.55777267848344,0.919608306762744,0.49277432262682,0.258578070806705,0.104179913152027,4.36682711189091e-11,2
12472,177.377373727456,354.10203042607,0.0259073840592235,0.0259073840592235,224.626222970924,0.355750254001318,-1.5251635023154,-15.9073309657926,-14.402402590609,-5.31574823594602,0.858830043547082,0.495291942950815,0.208903635315049,0.105067055791338,5.67570743966342e-11,2
12474,177.824180690249,354.182291019839,0.0259073840592235,0.0259073840592235,224.64259591979,0.355778867532601,-1.5251635022953,-15.8420544330917,-14.2944907910964,-5.12629568073467,0.854668930819319,0.493094919910675,0.206858651132246,0.105950390970725,1.18894065451376e-12,2
12476,177.964793440916,354.209977295382,0.0259073840592235,0.0259073840592235,224.647772400098,0.355790223773321,-1.52516350228007,-15.8215115285161,-14.2576784296366,-4.98249505444802,0.8532663338296,0.495206841424323,0.206343461244589,0.106348469500865,8.21361899213512e-10,2
12478,178.022283111178,354.221887187351,0.0259073840592235,0.0259073840592235,224.649895999553,0.355796323632469,-1.52516350226826,-15.8131125405057,-14.2419399409221,-4.8705175300183,0.85264053018675,0.495011061078324,0.206175922317818,0.106678166463398,3.09405368184006e-11,2
12480,178.049956527445,354.229875674628,0.0257985052146639,0.0257985052146639,224.6675964481,0.356428875910802,-1.61797405601376,-15.8091288916268,-14.2317437298667,-4.78249019845384,0.852310166967283,0.495130753823667,0.208319276727376,0.106122324542576,2.71427985266256e-11,2
12482,178.275232795804,354.229046502178,0.0253847656053372,0.0253847656053372,224.738545785013,0.361873470887099,-1.97065416027333,-15.7764424179756,-14.2248243556021,-4.79570310677546,0.852495218234565,0.494858884534081,0.201852549603976,0.106138388657931,1.24849242483333e-12,2
12484,177.927953417764,354.154604022036,0.0253847656053372,0.0253847656053372,224.725513206096,0.36185475446793,-1.97065416027434,-15.8271784082065,-14.3228375161256,-4.8050687766102,0.855660050552254,0.492253513174435,0.203613087782897,0.105448818197768,9.32572207285266e-11,2
12486,177.835387576512,354.13487669035,0.0253847656053372,0.0253847656053372,224.7220358121,0.361849559092069,-1.97065416027509,-15.8407018706062,-14.348807678795,-4.81228151739859,0.856543178968247,0.494462922605296,0.204085498884752,0.105272799227509,5.15966393755528e-11,2
12488,177.810410537275,354.129710036247,0.0253847656053372,0.0253847656053372,224.721099530069,0.361848065433745,-1.97065416027568,-15.8443509062169,-14.3556331345832,-4.81787736872426,0.856779791843081,0.494264325126692,0.204244314322868,0.104686284217208,4.45720177489576e-13,2
12490,177.806987589956,354.119875653229,0.0258517386402783,0.0258517386402783,219.978014597966,0.329019144698311,-1.57056959964959,-15.8445965291231,-14.367170113741,-4.82225795343867,0.856813695401291,0.49409820041327,0.114947191498808,0.0685415188348537,6.05125862003857e-11,2
12492,166.685374534777,352.478882776373,0.0259184490738413,0.0259184490738413,218.914445882325,0.286798934366492,-1.51341466263125,-17.4980047716227,-16.6321092364015,-4.91106363455017,0.914417465151685,0.493860342377334,0.239170564231816,0.0729450992941335,2.58967246888236e-08,2
12494,166.965806112165,352.58318737151,0.0259184490738413,0.0259184490738413,218.925381499684,0.286813712107599,-1.51341466264394,-17.4556066948117,-16.5022509749517,-4.98994413715491,0.909974388704149,0.494999892361427,0.237788402079804,0.0739373093458717,7.44746986656278e-09,2
12496,167.076021152845,352.612599550893,0.0259184490738413,0.0259184490738413,218.929513755764,0.286817707899567,-1.51341466265425,-17.4389434293246,-16.4646616921142,-5.05374413196474,0.908816394145361,0.494980072331663,0.237083534549822,0.0741706104838766,1.35766571943886e-11,2
12498,167.10539891685,352.619961140152,0.0259184490738413,0.0259184490738413,218.930608024326,0.286818083987098,-1.51341466266258,-17.4345018442257,-16.4551960896587,-5.10488388739677,0.908532713746431,0.494859914058296,0.236870916041753,0.078460838434978,7.61110190080923e-11,2
12500,167.109028233493,352.699916287128,0.0220697988225174,0.0220697988225174,214.727504174162,0.276279857144802,-1.7677984530805,-17.435983148603,-16.3616962288905,-5.14730707843944,0.908522339518447,0.49506779315063,0.203074518719873,0.116643801942868,3.64624639424698e-11,2
12502,165.777072241164,353.246836805147,0.0220697988225174,0.0220697988225174,214.691054180142,0.265758623576882,-1.76779845318001,-17.6373597992076,-15.7648532924301,-5.19642882209172,0.855031749150942,0.495104452064066,0.222077593063162,0.114543920140634,3.48307340092673e-11,2
12504,165.511882708385,353.182581544623,0.0220697988225174,0.0220697988225174,214.680489157958,0.265748084379158,-1.76779845318733,-17.6774534524649,-15.8471192698047,-5.23456873952431,0.856828813776562,0.495141662886453,0.223638336846717,0.113789218412887,2.20068433714788e-08,2
12506,165.423751953097,353.160151841091,0.0220697988225174,0.0220697988225174,214.676954554316,0.265743649873579,-1.7677984531933,-17.6907778241965,-15.8756920388228,-5.26583090153657,0.857711949345711,0.493324950747454,0.224082208796469,0.113510088717201,4.86940237575443e-12,2
12508,165.388555984299,353.151644299277,0.0220697988225174,0.0220697988225174,214.675550922343,0.265741622942562,-1.7677984531981,-17.6960990559263,-15.8865765195552,-5.29119513151532,0.858074937972454,0.495005085770415,0.224223929662766,0.113252355579456,3.42008451999279e-11,2
12510,165.371430844439,353.145264605741,0.0221851455602281,0.0221851455602281,214.557824187547,0.271978009263403,-1.77585813227842,-17.6986310515699,-15.8944905175222,-5.31275974812561,0.858259469262244,0.495131149002859,0.284305714518991,0.16248008809598,4.26012643714986e-08,2
12512,170.556067334634,354.482297962,0.0229925727242033,0.0229925727242033,213.935338727931,0.365517023114055,-1.83227588548657,-16.9143728385861,-14.1785748656109,-5.15490082351325,0.778453554701448,0.494913691285022,0.181466726117013,0.160266693287811,1.34833376992469e-10,2
12514,170.546733852273,354.438635586176,0.0229925727242033,0.0229925727242033,213.934257316446,0.365519640358066,-1.83227588547406,-16.9157839553598,-14.2295603704835,-5.02953705125444,0.77870521819519,0.495618524116046,0.181634094541088,0.16003705346276,8.20004964420478e-11,2
12516,170.559815979561,354.4357120829,0.0229925727242033,0.0229925727242033,213.934634774534,0.365522979217143,-1.83227588546454,-16.9138060859473,-14.2324981136821,-4.93431197215954,0.77855640964413,0.494510031403137,0.181679619070612,0.16009099291551,2.67573827151982e-08,2
12518,170.575608744126,354.438054187291,0.0229925727242033,0.0229925727242033,213.935194584362,0.365525902590825,-1.83227588545722,-16.9114183988857,-14.2292317113976,-4.86099299516363,0.778371513847707,0.494980780425988,0.181694023521689,0.161077649426122,1.43588965824904e-09,2
12520,170.589469265184,354.45620925589,0.0221666640885829,0.0221666640885829,212.470290468507,0.396699084973272,-1.68696380666161,-16.9097290499768,-14.2075914134012,-4.80514601755707,0.778211551440882,0.494824690738722,0.199550387264173,0.217389495305344,5.96067622419541e-10,2
12522,175.367448207519,355.808784113052,0.0217537097707728,0.0217537097707728,211.921075009606,0.458996234438549,-1.61430776713153,-16.2030748994382,-12.4925392303656,-4.51263526167325,0.69069417785094,0.495042019825742,0.145237869557539,0.213734978344086,1.08880752390293e-08,2
12524,175.541069445281,355.786677340591,0.0217537097707728,0.0217537097707728,211.926249499408,0.459016454867373,-1.614307767118,-16.1777096000309,-12.5129254975296,-4.29992098980215,0.689358849887429,0.494975072557557,0.144801032678646,0.213622943722341,5.95963406545383e-09,2
12526,175.605676242394,355.789906052643,0.0217537097707728,0.0217537097707728,211.928405502191,0.459026190147399,-1.61430776710835,-16.1682708310523,-12.5072499471458,-4.14786921276996,0.688855624369751,0.486421890793595,0.144687361266211,0.213732514255834,1.09019493540213e-09,2
12528,175.636733943235,355.794047598287,0.0217537097707728,0.0217537097707728,211.929494159596,0.459032098160095,-1.61430776710162,-16.1637334375401,-12.5015244896988,-4.04191763567882,0.688570516073305,0.495239084086375,0.144667446683703,0.212951064950496,1.36232677260712e-09,2
12530,175.657477449592,355.782654951573,0.0225671682241114,0.0225671682241114,208.500626461361,0.43523335497761,-1.3433331915469,-16.1603157570148,-12.5141561405624,-3.9626877668012,0.688370778670988,0.133837382418392,0.0551881000270047,0.189499695939987,8.04367556304597e-06,2
12532,164.837312575714,354.612921795895,0.0230552432961145,0.0230552432961145,206.105533113045,0.382856409587432,-1.18074844629479,-17.7790382382156,-14.20113124115,-3.96939475629793,0.723351998058433,0.494925063071759,0.167168042755357,0.194373336954216,6.70461821569538e-11,2
12534,165.020924405662,354.726012719735,0.0230552432961145,0.0230552432961145,206.113026074007,0.382873874874834,-1.18074844629566,-17.75119200527,-14.0635977127782,-3.97966590768943,0.720167136187812,0.493480757411957,0.166646105219292,0.195199630230168,1.9062920067067e-10,2
12536,165.088860321953,354.747352378593,0.0230552432961145,0.0230552432961145,206.11544673709,0.382877870444882,-1.18074844629634,-17.7409208643299,-14.0369759967664,-3.98724556830698,0.719633027108185,0.494979375623971,0.166382196926166,0.19535793859053,7.71641888540057e-11,2
12538,165.10453107187,354.751723254634,0.0230552432961145,0.0230552432961145,206.115995143813,0.382878704950493,-1.18074844629688,-17.7385516244665,-14.0314766708952,-3.99296993419262,0.719510084451406,0.494982900747781,0.166310653630488,0.19327094563589,7.08062243314939e-11,2
12540,165.106559452801,354.71273372144,0.0248769100538897,0.0248769100538897,203.981703143537,0.366055067961376,-0.980131905406317,-17.7372800091106,-14.0769878702441,-3.9973394643277,0.719497300597458,0.494133977259064,0.132434189396146,0.161395336538609,6.54472113988088e-11,2
12542,157.52977393359,353.488387581826,0.0251371481621433,0.0251371481621433,203.449683544869,0.344424781149279,-0.951472399639889,-18.9222467627549,-15.748776759967,-4.08434714598198,0.767627708590428,0.494898993495475,0.188412774554448,0.164963564796082,1.25126013811665e-10,2
12544,157.620782816551,353.55819852486,0.0251371481621433,0.0251371481621433,203.453221243086,0.344431268205373,-0.951472399647994,-18.9075092645769,-15.6636344642922,-4.15667979844454,0.766070035541345,0.494939674628243,0.188050936473359,0.165433144815731,2.08892693628768e-12,2
12546,157.645720629608,353.570123614758,0.0251371481621433,0.0251371481621433,203.45409018062,0.344431693569795,-0.95147239965431,-18.9034709666662,-15.6487323494891,-4.21263540319727,0.765832929325484,0.495090197870084,0.187889555191343,0.165467067512969,3.4097503904498e-12,2
12548,157.644854531822,353.570783385342,0.0251371481621433,0.0251371481621433,203.454076585164,0.344430682129791,-0.951472399659178,-18.903611217956,-15.6479933909929,-4.25601588315298,0.765862959729502,0.495003929673607,0.187842113065186,0.166031583401898,2.00812416055976e-10,2
12550,157.63810398361,353.581662180708,0.0246207270663225,0.0246207270663225,203.546816204093,0.344959504681372,-0.985511303182948,-18.9050012964933,-15.6354522055496,-4.29037910311853,0.765949330957733,0.492802874481157,0.202415645555895,0.181786823312039,1.50971828646071e-07,2
12552,159.914240863456,354.089100508527,0.0237026451181968,0.0237026451181968,203.787162692805,0.347374512234204,-1.04602490943449,-18.5489872061771,-14.9768428363027,-4.29078697690663,0.744056223162527,0.49490893417493,0.179792260610737,0.180943242955389,7.67747902724804e-12,2
12554,159.85457218643,354.059405562718,0.0237026451181968,0.0237026451181968,203.784937441243,0.347370747640034,-1.04602490943431,-18.558323329869,-15.0132951838138,-4.28913790407305,0.744647068955146,0.494830442634393,0.180019343359348,0.180692110139663,1.82012747574411e-10,2
12556,159.837300446925,354.05284973205,0.0237026451181968,0.0237026451181968,203.784325069706,0.347369658512748,-1.04602490943417,-18.5610257711488,-15.0214631481449,-4.2878814396319,0.744819907080506,0.494802944048304,0.180090030236359,0.180654489776702,8.17136378142505e-10,2
12558,159.832883805695,354.051698743303,0.0237026451181968,0.0237026451181968,203.78417719069,0.347369407995685,-1.04602490943409,-18.5617168256672,-15.0229378969982,-4.28691158108477,0.744858112991177,0.494961924268914,0.180115845626023,0.180760025704699,1.43479244428863e-10,2
